run_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_strategy	read_count	base_count	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias	host	collection_date
SRR9224115	SAMN11950150	SRX5994728	SRR9224115	408170	human gut metagenome	WGS	2699395	510508568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224115/SRR9224115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224115/SRR9224115_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224115	am-0088_MG	am	2015-07-01
SRR9224490	SAMN11950151	SRX5994916	SRR9224490	408170	human gut metagenome	WGS	6459038	1233403180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224490/SRR9224490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224490/SRR9224490_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224490	am-0089_MG	am	2015-07-02
SRR9224478	SAMN11950152	SRX5994928	SRR9224478	408170	human gut metagenome	WGS	4757550	904687285	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224478/SRR9224478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224478/SRR9224478_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224478	am-0090_MG	am	2015-07-06
SRR9224037	SAMN11950153	SRX5994806	SRR9224037	408170	human gut metagenome	WGS	5661835	1064869646	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224037/SRR9224037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224037/SRR9224037_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224037	am-0091_MG	am	2015-07-07
SRR9224476	SAMN11950154	SRX5994930	SRR9224476	408170	human gut metagenome	WGS	5648319	1062101875	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224476/SRR9224476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224476/SRR9224476_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224476	am-0092_MG	am	2015-07-09
SRR9224477	SAMN11950155	SRX5994929	SRR9224477	408170	human gut metagenome	WGS	5757395	1066820785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224477/SRR9224477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224477/SRR9224477_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224477	am-0093_MG	am	2015-07-10
SRR9224474	SAMN11950156	SRX5994932	SRR9224474	408170	human gut metagenome	WGS	9136624	1741074314	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224474/SRR9224474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224474/SRR9224474_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224474	am-0094_MG	am	2015-07-17
SRR9224475	SAMN11950157	SRX5994931	SRR9224475	408170	human gut metagenome	WGS	9509110	1753860500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224475/SRR9224475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224475/SRR9224475_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224475	am-0095_MG	am	2015-07-21
SRR9224120	SAMN11950158	SRX5994723	SRR9224120	408170	human gut metagenome	WGS	12539019	2293535413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224120/SRR9224120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224120/SRR9224120_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224120	am-0096_MG	am	2015-07-29
SRR9224121	SAMN11950159	SRX5994722	SRR9224121	408170	human gut metagenome	WGS	12264804	2318603710	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224121/SRR9224121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224121/SRR9224121_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224121	am-0097_MG	am	2015-07-31
SRR9224534	SAMN11950160	SRX5994872	SRR9224534	408170	human gut metagenome	WGS	10287844	1936649531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224534/SRR9224534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224534/SRR9224534_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224534	am-0098_MG	am	2015-08-07
SRR9224533	SAMN11950161	SRX5994873	SRR9224533	408170	human gut metagenome	WGS	7530570	1414412033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224533/SRR9224533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224533/SRR9224533_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224533	am-0099_MG	am	2015-08-17
SRR9224532	SAMN11950162	SRX5994874	SRR9224532	408170	human gut metagenome	WGS	5217404	992006959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224532/SRR9224532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224532/SRR9224532_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224532	am-0100_MG	am	2015-08-18
SRR9224531	SAMN11950163	SRX5994875	SRR9224531	408170	human gut metagenome	WGS	3477248	643516847	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224531/SRR9224531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224531/SRR9224531_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224531	am-0101_MG	am	2015-08-19
SRR9224538	SAMN11950164	SRX5994868	SRR9224538	408170	human gut metagenome	WGS	6345953	1182686674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224538/SRR9224538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224538/SRR9224538_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224538	am-0102_MG	am	2015-08-20
SRR9224537	SAMN11950165	SRX5994869	SRR9224537	408170	human gut metagenome	WGS	5833648	1053348228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224537/SRR9224537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224537/SRR9224537_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224537	am-0103_MG	am	2015-08-21
SRR9224536	SAMN11950166	SRX5994870	SRR9224536	408170	human gut metagenome	WGS	4998526	946752388	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224536/SRR9224536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224536/SRR9224536_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224536	am-0104_MG	am	2015-08-26
SRR9224535	SAMN11950167	SRX5994871	SRR9224535	408170	human gut metagenome	WGS	4290466	814763882	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224535/SRR9224535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224535/SRR9224535_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224535	am-0105_MG	am	2015-08-27
SRR9224098	SAMN11950168	SRX5994745	SRR9224098	408170	human gut metagenome	WGS	8271052	1580076053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224098/SRR9224098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224098/SRR9224098_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224098	am-0106_MG	am	2015-08-28
SRR9224097	SAMN11950169	SRX5994746	SRR9224097	408170	human gut metagenome	WGS	7697633	1421753061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224097/SRR9224097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224097/SRR9224097_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224097	am-0107_MG	am	2015-08-31
SRR9224369	SAMN11950170	SRX5995037	SRR9224369	408170	human gut metagenome	WGS	8128719	1522784920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224369/SRR9224369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224369/SRR9224369_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224369	am-0108_MG	am	2015-09-02
SRR9224370	SAMN11950171	SRX5995036	SRR9224370	408170	human gut metagenome	WGS	10711646	2017473508	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224370/SRR9224370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224370/SRR9224370_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224370	am-0109_MG	am	2015-09-03
SRR9224371	SAMN11950172	SRX5995035	SRR9224371	408170	human gut metagenome	WGS	11570942	2134292146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224371/SRR9224371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224371/SRR9224371_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224371	am-0110_MG	am	2015-09-04
SRR9224372	SAMN11950173	SRX5995034	SRR9224372	408170	human gut metagenome	WGS	5146669	964888516	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224372/SRR9224372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224372/SRR9224372_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224372	am-0111_MG	am	2015-09-05
SRR9224247	SAMN11950174	SRX5994596	SRR9224247	408170	human gut metagenome	WGS	6074633	1139658239	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224247/SRR9224247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224247/SRR9224247_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224247	am-0112_MG	am	2015-09-10
SRR9224248	SAMN11950175	SRX5994595	SRR9224248	408170	human gut metagenome	WGS	7718276	1429218707	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224248/SRR9224248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224248/SRR9224248_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224248	am-0113_MG	am	2015-09-12
SRR9224367	SAMN11950176	SRX5995039	SRR9224367	408170	human gut metagenome	WGS	8481007	1615715254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224367/SRR9224367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224367/SRR9224367_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224367	am-0114_MG	am	2015-09-14
SRR9224368	SAMN11950177	SRX5995038	SRR9224368	408170	human gut metagenome	WGS	2589168	436471145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224368/SRR9224368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224368/SRR9224368_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224368	am-0115_MG	am	2015-09-22
SRR9224361	SAMN11950178	SRX5995045	SRR9224361	408170	human gut metagenome	WGS	7400058	1405853037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224361/SRR9224361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224361/SRR9224361_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224361	am-0116_MG	am	2015-09-23
SRR9224246	SAMN11950179	SRX5994597	SRR9224246	408170	human gut metagenome	WGS	10582407	2010570949	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224246/SRR9224246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224246/SRR9224246_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224246	am-0117_MG	am	2015-09-24
SRR9224504	SAMN11950180	SRX5994902	SRR9224504	408170	human gut metagenome	WGS	11448176	2171941778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224504/SRR9224504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224504/SRR9224504_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224504	am-0118_MG	am	2015-09-28
SRR9224503	SAMN11950181	SRX5994903	SRR9224503	408170	human gut metagenome	WGS	10342849	1912424265	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224503/SRR9224503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224503/SRR9224503_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224503	am-0119_MG	am	2015-10-02
SRR9224506	SAMN11950182	SRX5994900	SRR9224506	408170	human gut metagenome	WGS	7434981	1390321546	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224506/SRR9224506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224506/SRR9224506_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224506	am-0120_MG	am	2015-10-04
SRR9224505	SAMN11950183	SRX5994901	SRR9224505	408170	human gut metagenome	WGS	5970903	1104395764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224505/SRR9224505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224505/SRR9224505_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224505	am-0121_MG	am	2015-10-06
SRR9224508	SAMN11950184	SRX5994898	SRR9224508	408170	human gut metagenome	WGS	3384404	634855532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224508/SRR9224508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224508/SRR9224508_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224508	am-0122_MG	am	2015-10-07
SRR9224507	SAMN11950185	SRX5994899	SRR9224507	408170	human gut metagenome	WGS	8833177	1643493008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224507/SRR9224507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224507/SRR9224507_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224507	am-0123_MG	am	2015-10-08
SRR9224510	SAMN11950186	SRX5994896	SRR9224510	408170	human gut metagenome	WGS	7207436	1376926121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224510/SRR9224510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224510/SRR9224510_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224510	am-0124_MG	am	2015-10-09
SRR9224509	SAMN11950187	SRX5994897	SRR9224509	408170	human gut metagenome	WGS	5733463	1102912578	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224509/SRR9224509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224509/SRR9224509_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224509	am-0125_MG	am	2015-10-12
SRR9224512	SAMN11950188	SRX5994894	SRR9224512	408170	human gut metagenome	WGS	6383280	1218935438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224512/SRR9224512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224512/SRR9224512_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224512	am-0126_MG	am	2015-10-16
SRR9224511	SAMN11950189	SRX5994895	SRR9224511	408170	human gut metagenome	WGS	4453434	845394126	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224511/SRR9224511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224511/SRR9224511_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224511	am-0127_MG	am	2015-10-20
SRR9224332	SAMN11950190	SRX5994511	SRR9224332	408170	human gut metagenome	WGS	11846960	2240606661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224332/SRR9224332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224332/SRR9224332_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224332	am-0128_MG	am	2015-10-21
SRR9224333	SAMN11950191	SRX5994510	SRR9224333	408170	human gut metagenome	WGS	6281860	1175099133	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224333/SRR9224333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224333/SRR9224333_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224333	am-0129_MG	am	2015-10-23
SRR9224330	SAMN11950192	SRX5994513	SRR9224330	408170	human gut metagenome	WGS	4658320	862242116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224330/SRR9224330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224330/SRR9224330_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224330	am-0130_MG	am	2015-10-25
SRR9224331	SAMN11950193	SRX5994512	SRR9224331	408170	human gut metagenome	WGS	7367781	1364649501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224331/SRR9224331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224331/SRR9224331_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224331	am-0131_MG	am	2015-10-28
SRR9224340	SAMN11950194	SRX5995066	SRR9224340	408170	human gut metagenome	WGS	5392899	1005078935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224340/SRR9224340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224340/SRR9224340_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224340	am-0132_MG	am	2015-10-29
SRR9224341	SAMN11950195	SRX5995065	SRR9224341	408170	human gut metagenome	WGS	4579458	866691190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224341/SRR9224341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224341/SRR9224341_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224341	am-0134_MG	am	2015-11-01
SRR9224334	SAMN11950196	SRX5994509	SRR9224334	408170	human gut metagenome	WGS	6096103	1158640313	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224334/SRR9224334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224334/SRR9224334_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224334	am-0135_MG	am	2015-11-02
SRR9224335	SAMN11950197	SRX5994508	SRR9224335	408170	human gut metagenome	WGS	5417184	973041502	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224335/SRR9224335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224335/SRR9224335_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224335	am-0136_MG	am	2015-11-03
SRR9224342	SAMN11950198	SRX5995064	SRR9224342	408170	human gut metagenome	WGS	6170527	1146271067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224342/SRR9224342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224342/SRR9224342_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224342	am-0137_MG	am	2015-11-05
SRR9224343	SAMN11950199	SRX5995063	SRR9224343	408170	human gut metagenome	WGS	10539390	1997650871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224343/SRR9224343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224343/SRR9224343_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224343	am-0138_MG	am	2015-11-13
SRR9224347c	SAMN11950200 SAMN11950201	SRX5995059	SRR9224347 SRR9224348	408170	human gut metagenome	WGS	10629909	1996580867	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224347/SRR9224347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224347/SRR9224347_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224348/SRR9224348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224348/SRR9224348_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224347 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224348	am-0139_MG am-0140_MG	am	2015-11-14
SRR9224345	SAMN11950202	SRX5995061	SRR9224345	408170	human gut metagenome	WGS	3650664	684264812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224345/SRR9224345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224345/SRR9224345_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224345	am-0141_MG	am	2015-11-15
SRR9224346	SAMN11950203	SRX5995060	SRR9224346	408170	human gut metagenome	WGS	5075100	971451124	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224346/SRR9224346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224346/SRR9224346_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224346	am-0142_MG	am	2015-11-17
SRR9224351	SAMN11950204	SRX5995055	SRR9224351	408170	human gut metagenome	WGS	10076657	1887479134	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224351/SRR9224351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224351/SRR9224351_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224351	am-0143_MG	am	2015-11-18
SRR9224352	SAMN11950205	SRX5995054	SRR9224352	408170	human gut metagenome	WGS	6360668	1192424328	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224352/SRR9224352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224352/SRR9224352_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224352	am-0146_MG	am	2015-11-21
SRR9224349	SAMN11950206	SRX5995057	SRR9224349	408170	human gut metagenome	WGS	5184134	969903596	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224349/SRR9224349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224349/SRR9224349_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224349	am-0147_MG	am	2015-11-24
SRR9224350	SAMN11950207	SRX5995056	SRR9224350	408170	human gut metagenome	WGS	7869802	1482568011	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224350/SRR9224350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224350/SRR9224350_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224350	am-0148_MG	am	2015-12-02
SRR9224354	SAMN11950208	SRX5995052	SRR9224354	408170	human gut metagenome	WGS	8363743	1592516195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224354/SRR9224354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224354/SRR9224354_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224354	am-0149_MG	am	2015-12-04
SRR9224355	SAMN11950209	SRX5995051	SRR9224355	408170	human gut metagenome	WGS	4626290	862308597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224355/SRR9224355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224355/SRR9224355_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224355	am-0150_MG	am	2015-12-05
SRR9224514	SAMN11950210	SRX5994892	SRR9224514	408170	human gut metagenome	WGS	5527937	1042882503	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224514/SRR9224514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224514/SRR9224514_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224514	am-0151_MG	am	2015-12-07
SRR9224513c	SAMN11950211 SAMN11950212	SRX5994893	SRR9224513 SRR9224516	408170	human gut metagenome	WGS	7902525	1477844827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224513/SRR9224513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224513/SRR9224513_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224516/SRR9224516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224516/SRR9224516_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224513 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224516	am-0152_MG am-0153_MG	am	2015-12-08
SRR9224515	SAMN11950213	SRX5994891	SRR9224515	408170	human gut metagenome	WGS	2899771	539450238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224515/SRR9224515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224515/SRR9224515_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224515	am-0155_MG	am	2015-12-10
