run_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_strategy	read_count	base_count	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias	host	collection_date
SRR9224108	SAMN11950278	SRX5994735	SRR9224108	408170	human gut metagenome	WGS	6218013	1212094910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224108/SRR9224108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224108/SRR9224108_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224108	am-0223_MG	am	2016-05-11
SRR9224107	SAMN11950279	SRX5994736	SRR9224107	408170	human gut metagenome	WGS	4926967	963868611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224107/SRR9224107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224107/SRR9224107_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224107	am-0224_MG	am	2016-05-12
SRR9224261	SAMN11950280	SRX5994582	SRR9224261	408170	human gut metagenome	WGS	4353623	833124895	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224261/SRR9224261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224261/SRR9224261_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224261	am-0225_MG	am	2016-05-17
SRR9224319	SAMN11950281	SRX5994524	SRR9224319	408170	human gut metagenome	WGS	6880086	1342288795	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224319/SRR9224319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224319/SRR9224319_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224319	am-0226_MG	am	2016-05-18
SRR9224198	SAMN11950282	SRX5994645	SRR9224198	408170	human gut metagenome	WGS	5098147	977621899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224198/SRR9224198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224198/SRR9224198_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224198	am-0227_MG	am	2016-05-19
SRR9224199	SAMN11950283	SRX5994644	SRR9224199	408170	human gut metagenome	WGS	6999474	1344086127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224199/SRR9224199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224199/SRR9224199_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224199	am-0228_MG	am	2016-05-20
SRR9224204	SAMN11950284	SRX5994639	SRR9224204	408170	human gut metagenome	WGS	5273304	1031224183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224204/SRR9224204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224204/SRR9224204_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224204	am-0229_MG	am	2016-05-23
SRR9224205	SAMN11950285	SRX5994638	SRR9224205	408170	human gut metagenome	WGS	9325032	1815871250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224205/SRR9224205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224205/SRR9224205_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224205	am-0230_MG	am	2016-05-24
SRR9224202	SAMN11950286	SRX5994641	SRR9224202	408170	human gut metagenome	WGS	8948310	1687456412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224202/SRR9224202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224202/SRR9224202_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224202	am-0231_MG	am	2016-05-25
SRR9224203	SAMN11950287	SRX5994640	SRR9224203	408170	human gut metagenome	WGS	9793481	1896190030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224203/SRR9224203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224203/SRR9224203_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224203	an-0001_MG	an	2015-01-09
SRR9224313	SAMN11950288	SRX5994530	SRR9224313	408170	human gut metagenome	WGS	16153742	3060644751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224313/SRR9224313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224313/SRR9224313_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224313	an-0002_MG	an	2015-01-12
SRR9224314	SAMN11950289	SRX5994529	SRR9224314	408170	human gut metagenome	WGS	5326453	1028840940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224314/SRR9224314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224314/SRR9224314_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224314	an-0003_MG	an	2015-01-13
SRR9224321	SAMN11950290	SRX5994522	SRR9224321	408170	human gut metagenome	WGS	6739394	1300910816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224321/SRR9224321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224321/SRR9224321_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224321	an-0004_MG	an	2015-01-20
SRR9224184	SAMN11950291	SRX5994659	SRR9224184	408170	human gut metagenome	WGS	6647595	1258188780	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224184/SRR9224184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224184/SRR9224184_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224184	an-0005_MG	an	2015-01-22
SRR9224323	SAMN11950292	SRX5994520	SRR9224323	408170	human gut metagenome	WGS	7043125	1355130567	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224323/SRR9224323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224323/SRR9224323_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224323	an-0006_MG	an	2015-01-23
SRR9224322	SAMN11950293	SRX5994521	SRR9224322	408170	human gut metagenome	WGS	2852251	553713594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224322/SRR9224322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224322/SRR9224322_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224322	an-0009_MG	an	2015-01-30
SRR9224325	SAMN11950294	SRX5994518	SRR9224325	408170	human gut metagenome	WGS	5019188	965234705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224325/SRR9224325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224325/SRR9224325_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224325	an-0013_MG	an	2015-02-18
SRR9224324	SAMN11950295	SRX5994519	SRR9224324	408170	human gut metagenome	WGS	10056094	1922794453	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224324/SRR9224324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224324/SRR9224324_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224324	an-0015_MG	an	2015-02-25
SRR9224327	SAMN11950296	SRX5994516	SRR9224327	408170	human gut metagenome	WGS	5702157	1084070951	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224327/SRR9224327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224327/SRR9224327_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224327	an-0016_MG	an	2015-02-27
SRR9224187	SAMN11950297	SRX5994656	SRR9224187	408170	human gut metagenome	WGS	8880300	1718172245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224187/SRR9224187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224187/SRR9224187_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224187	an-0017_MG	an	2015-03-02
SRR9224318	SAMN11950298	SRX5994525	SRR9224318	408170	human gut metagenome	WGS	7571660	1390717917	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224318/SRR9224318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224318/SRR9224318_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224318	an-0019_MG	an	2015-03-04
SRR9224317	SAMN11950299	SRX5994526	SRR9224317	408170	human gut metagenome	WGS	9201833	1755041772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224317/SRR9224317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224317/SRR9224317_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224317	an-0023_MG	an	2015-03-14
SRR9224139	SAMN11950300	SRX5994704	SRR9224139	408170	human gut metagenome	WGS	6321875	1193634456	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224139/SRR9224139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224139/SRR9224139_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224139	an-0025_MG	an	2015-03-19
SRR9224138	SAMN11950301	SRX5994705	SRR9224138	408170	human gut metagenome	WGS	9430199	1824634363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224138/SRR9224138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224138/SRR9224138_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224138	an-0026_MG	an	2015-04-15
SRR9224137	SAMN11950302	SRX5994706	SRR9224137	408170	human gut metagenome	WGS	7465254	1450485269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224137/SRR9224137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224137/SRR9224137_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224137	an-0027_MG	an	2015-04-17
SRR9224136	SAMN11950303	SRX5994707	SRR9224136	408170	human gut metagenome	WGS	8334256	1603668373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224136/SRR9224136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224136/SRR9224136_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224136	an-0028_MG	an	2015-04-20
SRR9224143	SAMN11950304	SRX5994700	SRR9224143	408170	human gut metagenome	WGS	7106603	1373960429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224143/SRR9224143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224143/SRR9224143_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224143	an-0030_MG	an	2015-06-17
SRR9224142	SAMN11950305	SRX5994701	SRR9224142	408170	human gut metagenome	WGS	5960771	1159527679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224142/SRR9224142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224142/SRR9224142_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224142	an-0034_MG	an	2015-06-25
SRR9224141	SAMN11950306	SRX5994702	SRR9224141	408170	human gut metagenome	WGS	7344916	1413412573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224141/SRR9224141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224141/SRR9224141_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224141	an-0035_MG	an	2015-07-23
SRR9224134c	SAMN11950308 SAMN11950307	SRX5994709	SRR9224134 SRR9224140	408170	human gut metagenome	WGS	10589046	2033752098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224134/SRR9224134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224134/SRR9224134_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224140/SRR9224140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224140/SRR9224140_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224134 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224140	an-0037_MG an-0036_MG	an	2015-07-24
SRR9224133	SAMN11950309	SRX5994710	SRR9224133	408170	human gut metagenome	WGS	7248816	1409968951	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224133/SRR9224133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224133/SRR9224133_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224133	an-0038_MG	an	2015-07-27
SRR9224566	SAMN11950310	SRX5994840	SRR9224566	408170	human gut metagenome	WGS	6618581	1260567188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224566/SRR9224566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224566/SRR9224566_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224566	an-0039_MG	an	2015-07-28
SRR9224004	SAMN11950311	SRX5994839	SRR9224004	408170	human gut metagenome	WGS	6497488	1257223001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224004/SRR9224004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224004/SRR9224004_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224004	an-0040_MG	an	2015-07-31
SRR9224005	SAMN11950312	SRX5994838	SRR9224005	408170	human gut metagenome	WGS	4271000	813257529	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224005/SRR9224005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224005/SRR9224005_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224005	an-0041_MG	an	2015-08-10
SRR9224006	SAMN11950313	SRX5994837	SRR9224006	408170	human gut metagenome	WGS	6059953	1160926705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224006/SRR9224006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224006/SRR9224006_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224006	an-0042_MG	an	2015-08-11
SRR9224562	SAMN11950314	SRX5994844	SRR9224562	408170	human gut metagenome	WGS	6639974	1288197061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224562/SRR9224562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224562/SRR9224562_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224562	an-0043_MG	an	2015-08-20
SRR9224563	SAMN11950315	SRX5994843	SRR9224563	408170	human gut metagenome	WGS	5973931	1149547397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224563/SRR9224563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224563/SRR9224563_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224563	an-0044_MG	an	2015-08-25
SRR9224564	SAMN11950316	SRX5994842	SRR9224564	408170	human gut metagenome	WGS	6072783	1169422449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224564/SRR9224564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224564/SRR9224564_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224564	an-0045_MG	an	2015-08-26
SRR9224565	SAMN11950317	SRX5994841	SRR9224565	408170	human gut metagenome	WGS	6363245	1234134648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224565/SRR9224565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224565/SRR9224565_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224565	an-0046_MG	an	2015-08-28
SRR9224560	SAMN11950318	SRX5994846	SRR9224560	408170	human gut metagenome	WGS	6595585	1291259405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224560/SRR9224560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224560/SRR9224560_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224560	an-0047_MG	an	2015-09-05
SRR9224561	SAMN11950319	SRX5994845	SRR9224561	408170	human gut metagenome	WGS	5432554	1050478550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224561/SRR9224561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224561/SRR9224561_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224561	an-0048_MG	an	2015-09-06
SRR9224453	SAMN11950320	SRX5994953	SRR9224453	408170	human gut metagenome	WGS	5439666	1063161699	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224453/SRR9224453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224453/SRR9224453_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224453	an-0049_MG	an	2015-09-09
SRR9224452c	SAMN11950321 SAMN11950322	SRX5994954	SRR9224452 SRR9224455	408170	human gut metagenome	WGS	16461780	3153601014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224452/SRR9224452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224452/SRR9224452_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224455/SRR9224455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224455/SRR9224455_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224452 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224455	an-0050_MG an-0051_MG	an	2015-09-11
SRR9224454	SAMN11950323	SRX5994952	SRR9224454	408170	human gut metagenome	WGS	8218747	1562483649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224454/SRR9224454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224454/SRR9224454_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224454	an-0052_MG	an	2015-09-15
SRR9224449	SAMN11950324	SRX5994957	SRR9224449	408170	human gut metagenome	WGS	5096312	974165552	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224449/SRR9224449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224449/SRR9224449_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224449	an-0053_MG	an	2015-09-16
SRR9224448	SAMN11950325	SRX5994958	SRR9224448	408170	human gut metagenome	WGS	8194503	1579767249	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224448/SRR9224448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224448/SRR9224448_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224448	an-0054_MG	an	2015-09-18
SRR9224451	SAMN11950326	SRX5994955	SRR9224451	408170	human gut metagenome	WGS	7398634	1426885120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224451/SRR9224451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224451/SRR9224451_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224451	an-0055_MG	an	2015-09-23
SRR9224450	SAMN11950327	SRX5994956	SRR9224450	408170	human gut metagenome	WGS	4505220	867640842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224450/SRR9224450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224450/SRR9224450_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224450	an-0056_MG	an	2015-10-02
SRR9224457	SAMN11950328	SRX5994949	SRR9224457	408170	human gut metagenome	WGS	8110073	1557828027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224457/SRR9224457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224457/SRR9224457_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224457	an-0058_MG	an	2015-10-04
SRR9224456	SAMN11950329	SRX5994950	SRR9224456	408170	human gut metagenome	WGS	7917199	1519633103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224456/SRR9224456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224456/SRR9224456_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224456	an-0060_MG	an	2015-10-08
SRR9224279	SAMN11950330	SRX5994564	SRR9224279	408170	human gut metagenome	WGS	5733845	1115408554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224279/SRR9224279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224279/SRR9224279_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224279	an-0061_MG	an	2015-10-10
SRR9224280	SAMN11950331	SRX5994563	SRR9224280	408170	human gut metagenome	WGS	6222869	1211767463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224280/SRR9224280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224280/SRR9224280_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224280	an-0062_MG	an	2015-10-11
SRR9224277	SAMN11950332	SRX5994566	SRR9224277	408170	human gut metagenome	WGS	9955549	1882185321	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224277/SRR9224277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224277/SRR9224277_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224277	an-0063_MG	an	2015-10-13
SRR9224278	SAMN11950333	SRX5994565	SRR9224278	408170	human gut metagenome	WGS	8221982	1559804572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224278/SRR9224278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224278/SRR9224278_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224278	an-0064_MG	an	2015-10-14
SRR9224275	SAMN11950334	SRX5994568	SRR9224275	408170	human gut metagenome	WGS	10060637	1942770192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224275/SRR9224275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224275/SRR9224275_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224275	an-0065_MG	an	2015-10-15
SRR9224276	SAMN11950335	SRX5994567	SRR9224276	408170	human gut metagenome	WGS	8685615	1658414301	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224276/SRR9224276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224276/SRR9224276_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224276	an-0066_MG	an	2015-10-16
SRR9224273	SAMN11950336	SRX5994570	SRR9224273	408170	human gut metagenome	WGS	9461166	1828516013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224273/SRR9224273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224273/SRR9224273_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224273	an-0067_MG	an	2015-11-03
SRR9224274	SAMN11950337	SRX5994569	SRR9224274	408170	human gut metagenome	WGS	5689500	1094646143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224274/SRR9224274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224274/SRR9224274_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224274	an-0069_MG	an	2015-11-09
SRR9224282	SAMN11950338	SRX5994561	SRR9224282	408170	human gut metagenome	WGS	6615839	1263311466	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224282/SRR9224282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224282/SRR9224282_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224282	an-0070_MG	an	2015-12-06
SRR9224283	SAMN11950339	SRX5994560	SRR9224283	408170	human gut metagenome	WGS	9299786	1796969706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224283/SRR9224283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224283/SRR9224283_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224283	an-0071_MG	an	2015-12-07
SRR9224242	SAMN11950340	SRX5994601	SRR9224242	408170	human gut metagenome	WGS	7154619	1377935749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224242/SRR9224242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224242/SRR9224242_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224242	an-0072_MG	an	2015-12-08
SRR9224241	SAMN11950341	SRX5994602	SRR9224241	408170	human gut metagenome	WGS	6877683	1320060287	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224241/SRR9224241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224241/SRR9224241_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224241	an-0073_MG	an	2015-12-09
